Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Direction	GO terms (biological process)	GO terms (molecular function)	Pathways of gene	Accession-2
RSAU_RS08625	RSAU_RS08625	1770204	1770605	RSAU_RS08625-MONOMER	-				RSAU_001619
RSAU_RS04580	RSAU_RS04580	944608	945327	RSAU_RS04580-MONOMER	+				RSAU_000874
RSAU_RS01600	RSAU_RS01600	358723	359019	RSAU_RS01600-MONOMER	+				RSAU_000310
RSAU_RS04650	RSAU_RS04650	958751	959836	RSAU_RS04650-MONOMER	-		GO:0005215		RSAU_000890
RSAU_RS08440	RSAU_RS08440	1720982	1722244	RSAU_RS08440-MONOMER	-			TRNA-CHARGING-PWY	RSAU_001585
RSAU_RS06085	RSAU_RS06085	1243495	1243764	RSAU_RS06085-MONOMER	+				RSAU_001156
RSAU_RS01745	RSAU_RS01745	385503	385724	RSAU_RS01745-MONOMER	-				RSAU_000338
RSAU_RS12645	RSAU_RS12645	2510325	2511293	RSAU_RS12645-MONOMER	-				RSAU_002360
RSAU_RS03060	RSAU_RS03060	645845	646243	RSAU_RS03060-MONOMER	+				RSAU_000597
RSAU_RS11820	RSAU_RS11820	2342577	2343092	RSAU_RS11820-MONOMER	-				RSAU_002207
RSAU_RS01530	RSAU_RS01530	343293	343922	RSAU_RS01530-MONOMER	+		GO:0005215		RSAU_000297
RSAU_RS11235	RSAU_RS11235	2233731	2234171	RSAU_RS11235-MONOMER	+				RSAU_002099
RSAU_RS09585	RSAU_RS09585	1922400	1922702	RSAU_RS09585-MONOMER	-				RSAU_001794
RSAU_RS02415	RSAU_RS02415	511061	512443	RSAU_RS02415-MONOMER	-				RSAU_000469
RSAU_RS11640	RSAU_RS11640	2306723	2307742	RSAU_RS11640-MONOMER	-			PWY-6317	RSAU_002173
RSAU_RS12605	RSAU_RS12605	2496812	2498635	RSAU_RS12605-MONOMER	-				RSAU_002348
RSAU_RS04795	RSAU_RS04795	987152	987250	RSAU_RS04795-MONOMER	+				
RSAU_RS10750	RSAU_RS10750	2149896	2150082	RSAU_RS10750-MONOMER	-				
RSAU_RS05020	RSAU_RS05020	1031720	1032967	RSAU_RS05020-MONOMER	+			PWY-6121	RSAU_000961
RSAU_RS03340	RSAU_RS03340	700070	700936	RSAU_RS03340-MONOMER	+				RSAU_000648
RSAU_RS09480	RSAU_RS09480	1900035	1901021	RSAU_RS09480-MONOMER	+		GO:0005215		RSAU_001776
RSAU_RS11855	RSAU_RS11855	2346673	2347950	RSAU_RS11855-MONOMER	-				RSAU_002212
RSAU_RS04730	RSAU_RS04730	977579	978937	RSAU_RS04730-MONOMER	+		GO:0005215		RSAU_000908
RSAU_RS04390	RSAU_RS04390	898941	900146	RSAU_RS04390-MONOMER	-			ARGSYNBSUB-PWY // PWY-4984	RSAU_000838
RSAU_RS02030	RSAU_RS02030	437718	438377	RSAU_RS02030-MONOMER	+		GO:0005215		RSAU_000395
RSAU_RS03755	RSAU_RS03755	780082	780723	RSAU_RS03755-MONOMER	-				RSAU_000723
RSAU_RS11220	RSAU_RS11220	2230907	2232172	RSAU_RS11220-MONOMER	-			PWY-6459	RSAU_002097
RSAU_RS02405	RSAU_RS02405	507427	510349	RSAU_RS02405-rRNA	+				RSAU_000467
RSAU_RS07050	RSAU_RS07050	1450164	1451366	RSAU_RS07050-MONOMER	-				RSAU_001329
RSAU_RS06550	RSAU_RS06550	1334631	1337033	RSAU_RS06550-MONOMER	+				RSAU_001237
RSAU_RS09615	RSAU_RS09615	1927807	1928628	RSAU_RS09615-MONOMER	-			PWY-5653 // PWY-7761	RSAU_001799
RSAU_RS06820	RSAU_RS06820	1389295	1390638	RSAU_RS06820-MONOMER	-		GO:0005215		RSAU_001287
RSAU_RS13180	RSAU_RS13180	2612829	2612939	RSAU_RS13180-MONOMER	-				
RSAU_RS12120	RSAU_RS12120	2400089	2400781	RSAU_RS12120-MONOMER	-			PWY-6578	RSAU_002262
RSAU_RS13365	RSAU_RS13365	2654628	2656535	RSAU_RS13365-MONOMER	-				RSAU_002489
RSAU_RS11500	RSAU_RS11500	2278864	2279811	RSAU_RS11500-MONOMER	-				RSAU_002147
RSAU_RS01495	RSAU_RS01495	337862	339568	RSAU_RS01495-MONOMER	+				RSAU_000290
RSAU_RS11805	RSAU_RS11805	2337876	2339474	RSAU_RS11805-MONOMER	-		GO:0005215		RSAU_002204
RSAU_RS11325	RSAU_RS11325	2246939	2247493	RSAU_RS11325-MONOMER	-		GO:0005215		RSAU_002116
RSAU_RS04300	RSAU_RS04300	880865	882181	RSAU_RS04300-MONOMER	+		GO:0005215		RSAU_000820
RSAU_RS04410	RSAU_RS04410	903873	904448	RSAU_RS04410-MONOMER	+				RSAU_000842
RSAU_RS08715	RSAU_RS08715	1785806	1786426	RSAU_RS08715-MONOMER	+				RSAU_001636
RSAU_RS14685	RSAU_RS14685	2119916	2121052	RSAU_RS14685-MONOMER	-				
RSAU_RS12140	RSAU_RS12140	2404230	2404916	RSAU_RS12140-MONOMER	-			PWY0-1507	RSAU_002266
RSAU_RS14305	RSAU_RS14305	2186173	2186466	RSAU_RS14305-MONOMER	-				
RSAU_RS05965	RSAU_RS05965	1217117	1218424	RSAU_RS05965-MONOMER	+				RSAU_001133
RSAU_RS07060	RSAU_RS07060	1452757	1453074	RSAU_RS07060-MONOMER	-			PWY-7184	RSAU_001331
RSAU_RS10760	RSAU_RS10760	2151383	2152825	RSAU_RS10760-MONOMER	-		GO:0005215		RSAU_002011
RSAU_RS04110	RSAU_RS04110	847796	848182	RSAU_RS04110-MONOMER	+				RSAU_000785
RSAU_RS05785	RSAU_RS05785	1177900	1179207	RSAU_RS05785-MONOMER	+				RSAU_001099
RSAU_RS10710	RSAU_RS10710	2144309	2144383	RSAU_RS10710-tRNA	-			TRNA-CHARGING-PWY // PWY-5921 // PWY0-1479	RSAU_002002
RSAU_RS00270	RSAU_RS00270	61776	63164	RSAU_RS00270-MONOMER	+		GO:0005215		RSAU_000060
RSAU_RS11595	RSAU_RS11595	2296656	2297777	RSAU_RS11595-MONOMER	-				RSAU_002165
RSAU_RS04310	RSAU_RS04310	882629	883783	RSAU_RS04310-MONOMER	-				RSAU_000822
RSAU_RS07225	RSAU_RS07225	1481001	1481930	RSAU_RS07225-MONOMER	-				RSAU_001358
RSAU_RS03915	RSAU_RS03915	815117	815878	RSAU_RS03915-MONOMER	+			ANAEROFRUCAT-PWY // ANAGLYCOLYSIS-PWY // GLUCONEO-PWY	RSAU_000752
RSAU_RS00850	RSAU_RS00850	204336	206099	RSAU_RS00850-MONOMER	+				RSAU_000172
RSAU_RS03315	RSAU_RS03315	697219	697578	RSAU_RS03315-MONOMER	+				RSAU_000644
RSAU_RS11275	RSAU_RS11275	2238755	2239240	RSAU_RS11275-MONOMER	-			PWY-5964	RSAU_002106
RSAU_RS11905	RSAU_RS11905	2358837	2360114	RSAU_RS11905-MONOMER	-		GO:0005215		RSAU_002222
RSAU_RS00290	RSAU_RS00290	68499	70091	RSAU_RS00290-MONOMER	+		GO:0005215		RSAU_000064
RSAU_RS05060	RSAU_RS05060	1039775	1040317	RSAU_RS05060-MONOMER	+				RSAU_000968
RSAU_RS09780	RSAU_RS09780	1960828	1961004	RSAU_RS09780-MONOMER	-				RSAU_001830
RSAU_RS06125	RSAU_RS06125	1254874	1255701	RSAU_RS06125-MONOMER	+				RSAU_001164
RSAU_RS03465	RSAU_RS03465	722315	722797	RSAU_RS03465-MONOMER	+				RSAU_000672
RSAU_RS09775	RSAU_RS09775	1959907	1960287	RSAU_RS09775-MONOMER	-				RSAU_001829
RSAU_RS04750	RSAU_RS04750	981076	981645	RSAU_RS04750-MONOMER	-				RSAU_000912
RSAU_RS09465	RSAU_RS09465	1897488	1898189	RSAU_RS09465-MONOMER	-				RSAU_001773
RSAU_RS03115	RSAU_RS03115	660136	663921	RSAU_RS03115-MONOMER	+				RSAU_000611
RSAU_RS04425	RSAU_RS04425	911904	912806	RSAU_RS04425-MONOMER	+				RSAU_000845
RSAU_RS01965	RSAU_RS01965	422353	422613	RSAU_RS01965-MONOMER	-				RSAU_000379
RSAU_RS02095	RSAU_RS02095	453616	455256	RSAU_RS02095-MONOMER	+			TREDEGLOW-PWY	RSAU_000409
RSAU_RS06030	RSAU_RS06030	1228294	1229580	RSAU_RS06030-MONOMER	+				RSAU_001144
RSAU_RS01240	RSAU_RS01240	287304	287915	RSAU_RS01240-MONOMER	+				RSAU_000241
RSAU_RS06420	RSAU_RS06420	1307461	1308264	RSAU_RS06420-MONOMER	+				RSAU_001213
RSAU_RS06975	RSAU_RS06975	1433980	1435320	RSAU_RS06975-MONOMER	+				RSAU_001315
RSAU_RS14495	RSAU_RS14495	403783	403902	RSAU_RS14495-MONOMER	-				
RSAU_RS13745	RSAU_RS13745	386959	387544	RSAU_RS13745-MONOMER	-				RSAU_000340
RSAU_RS03925	RSAU_RS03925	817528	818832	RSAU_RS03925-MONOMER	+			ANAEROFRUCAT-PWY // P122-PWY // ANAGLYCOLYSIS-PWY // GLUCONEO-PWY	RSAU_000754
RSAU_RS03030	RSAU_RS03030	639756	640508	RSAU_RS03030-MONOMER	-				RSAU_000591
RSAU_RS13170	RSAU_RS13170	2610898	2612520	RSAU_RS13170-MONOMER	-		GO:0005215		RSAU_002456
RSAU_RS10040	RSAU_RS10040	2007081	2009009	RSAU_RS10040-MONOMER	+				RSAU_001880
RSAU_RS05130	RSAU_RS05130	1052706	1053998	RSAU_RS05130-MONOMER	+			PWY-5046	RSAU_000980
RSAU_RS01420	RSAU_RS01420	322635	323981	RSAU_RS01420-MONOMER	-		GO:0005215		RSAU_000275
RSAU_RS08455	RSAU_RS08455	1723731	1726418	RSAU_RS08455-MONOMER	-		GO:0005215		RSAU_001587
RSAU_RS09785	RSAU_RS09785	1961246	1961344	RSAU_RS09785-MONOMER	-				
RSAU_RS10895	RSAU_RS10895	2181163	2182095	RSAU_RS10895-MONOMER	-			LACTOSECAT-PWY	RSAU_002037
RSAU_RS13395	RSAU_RS13395	2664528	2666081	RSAU_RS13395-MONOMER	-				RSAU_002495
RSAU_RS11815	RSAU_RS11815	2341619	2342263	RSAU_RS11815-MONOMER	-				RSAU_002206
RSAU_RS04340	RSAU_RS04340	886984	887412	RSAU_RS04340-MONOMER	-		GO:0005215		RSAU_000828
RSAU_RS00740	RSAU_RS00740	176904	178382	RSAU_RS00740-MONOMER	+		GO:0005215		RSAU_000150
RSAU_RS01855	RSAU_RS01855	401953	402651	RSAU_RS01855-MONOMER	+				RSAU_000358
RSAU_RS04755	RSAU_RS04755	981855	982073	RSAU_RS04755-MONOMER	+				RSAU_000913
RSAU_RS13165	RSAU_RS13165	2609948	2610634	RSAU_RS13165-MONOMER	-				RSAU_002455
RSAU_RS00485	RSAU_RS00485	110464	111231	RSAU_RS00485-MONOMER	+				RSAU_000100
RSAU_RS10455	RSAU_RS10455	2085324	2086400	RSAU_RS10455-MONOMER	-				RSAU_001956
RSAU_RS03305	RSAU_RS03305	693581	694225	RSAU_RS03305-MONOMER	+				RSAU_000642
RSAU_RS05975	RSAU_RS05975	1219734	1220279	RSAU_RS05975-MONOMER	+				RSAU_001135
RSAU_RS07915	RSAU_RS07915	1608683	1609456	RSAU_RS07915-MONOMER	-				RSAU_001490
RSAU_RS08400	RSAU_RS08400	1712532	1712978	RSAU_RS08400-MONOMER	+				RSAU_001578
RSAU_RS13660	RSAU_RS13660	2722585	2723343	RSAU_RS13660-MONOMER	+				RSAU_002546
RSAU_RS11765	RSAU_RS11765	2330112	2330786	RSAU_RS11765-MONOMER	+				RSAU_002196
RSAU_RS10175	RSAU_RS10175	2036641	2037411	RSAU_RS10175-MONOMER	-				RSAU_001904
RSAU_RS01640	RSAU_RS01640	364248	364511	RSAU_RS01640-MONOMER	-				RSAU_000318
RSAU_RS06370	RSAU_RS06370	1297633	1297830	RSAU_RS06370-MONOMER	+				RSAU_001204
RSAU_RS03730	RSAU_RS03730	774758	775984	RSAU_RS03730-MONOMER	-				RSAU_000718
RSAU_RS11700	RSAU_RS11700	2318184	2318822	RSAU_RS11700-MONOMER	+				RSAU_002185
RSAU_RS10700	RSAU_RS10700	2143187	2144095	RSAU_RS10700-MONOMER	-			ARG-PRO-PWY // ARGASEDEG-PWY // PWY-4984	RSAU_002000
RSAU_RS03385	RSAU_RS03385	706370	706828	RSAU_RS03385-MONOMER	-				RSAU_000657
RSAU_RS06105	RSAU_RS06105	1250770	1251483	RSAU_RS06105-MONOMER	+				RSAU_001160
RSAU_RS12400	RSAU_RS12400	2455848	2456666	RSAU_RS12400-MONOMER	-				RSAU_002310
RSAU_RS04675	RSAU_RS04675	965125	965634	RSAU_RS04675-MONOMER	+				RSAU_000895
RSAU_RS10560	RSAU_RS10560	2105935	2106597	RSAU_RS10560-MONOMER	-			PWY0-1297 // PWY0-1298 // PWY-7180	RSAU_001975
RSAU_RS06725	RSAU_RS06725	1371796	1372779	RSAU_RS06725-MONOMER	-				RSAU_001269
RSAU_RS01480	RSAU_RS01480	334991	335536	RSAU_RS01480-MONOMER	+				RSAU_000287
RSAU_RS11755	RSAU_RS11755	2328256	2328921	RSAU_RS11755-MONOMER	-		GO:0005215		RSAU_002194
RSAU_RS00475	RSAU_RS00475	107177	108721	RSAU_RS00475-MONOMER	+				RSAU_000098
RSAU_RS09640	RSAU_RS09640	1932354	1933916	RSAU_RS09640-MONOMER	-		GO:0005215		RSAU_001803
RSAU_RS04760	RSAU_RS04760	982154	983140	RSAU_RS04760-MONOMER	-			PWY0-1275 // PWY0-522 // PWY-6984	RSAU_000914
RSAU_RS09795	RSAU_RS09795	1963109	1963423	RSAU_RS09795-MONOMER	-				RSAU_001832
RSAU_RS06660	RSAU_RS06660	1360729	1361496	RSAU_RS06660-MONOMER	+				RSAU_001257
RSAU_RS02430	RSAU_RS02430	514206	515420	RSAU_RS02430-MONOMER	-		GO:0005215		RSAU_000472
RSAU_RS01950	RSAU_RS01950	420083	421411	RSAU_RS01950-MONOMER	+				RSAU_000376
RSAU_RS02755	RSAU_RS02755	590239	590691	RSAU_RS02755-MONOMER	-		GO:0005215		RSAU_000536
RSAU_RS09765	RSAU_RS09765	1958333	1959013	RSAU_RS09765-MONOMER	-		GO:0005215		RSAU_001827
RSAU_RS10550	RSAU_RS10550	2104353	2105654	RSAU_RS10550-MONOMER	-			PWY0-1295 // PWY0-1298 // PWY-7181	RSAU_001974
RSAU_RS07030	RSAU_RS07030	1443860	1444546	RSAU_RS07030-MONOMER	-				RSAU_001325
RSAU_RS02275	RSAU_RS02275	486185	489691	RSAU_RS02275-MONOMER	+				RSAU_000442
RSAU_RS06095	RSAU_RS06095	1246466	1248139	RSAU_RS06095-MONOMER	+				RSAU_001158
RSAU_RS01875	RSAU_RS01875	405511	406629	RSAU_RS01875-MONOMER	+				RSAU_000361
RSAU_RS09510	RSAU_RS09510	1904768	1904860	RSAU_RS09510-MONOMER	-				
RSAU_RS09910	RSAU_RS09910	1985845	1986165	RSAU_RS09910-MONOMER	-				RSAU_001855
RSAU_RS11465	RSAU_RS11465	2270979	2271465	RSAU_RS11465-MONOMER	-				RSAU_002142
RSAU_RS04950	RSAU_RS04950	1017960	1019060	RSAU_RS04950-MONOMER	-				RSAU_000948
RSAU_RS05215	RSAU_RS05215	1068556	1068831	RSAU_RS05215-MONOMER	+				RSAU_000997
RSAU_RS06665	RSAU_RS06665	1361544	1362017	RSAU_RS06665-MONOMER	-				RSAU_001258
RSAU_RS14485	RSAU_RS14485	261783	261963	RSAU_RS14485-MONOMER	+				
RSAU_RS01710	RSAU_RS01710	377026	377433	RSAU_RS01710-MONOMER	-				RSAU_000330
RSAU_RS14660	RSAU_RS14660	825457	825711	RSAU_RS14660-MONOMER	-				
RSAU_RS09475	RSAU_RS09475	1898807	1899565	RSAU_RS09475-MONOMER	-				RSAU_001775
RSAU_RS06760	RSAU_RS06760	1380494	1381213	RSAU_RS06760-MONOMER	+			PWY-2941	RSAU_001276
RSAU_RS09520	RSAU_RS09520	1905698	1906768	RSAU_RS09520-MONOMER	-				RSAU_001782
RSAU_RS00885	RSAU_RS00885	213105	214316	RSAU_RS00885-MONOMER	-				RSAU_000178
RSAU_RS12355	RSAU_RS12355	2446239	2446988	RSAU_RS12355-MONOMER	-		GO:0005215		RSAU_002301
RSAU_RS07480	RSAU_RS07480	1527679	1527978	RSAU_RS07480-MONOMER	-				
RSAU_RS07045	RSAU_RS07045	1449206	1450177	RSAU_RS07045-MONOMER	-			PWY0-1264	RSAU_001328
RSAU_RS09515	RSAU_RS09515	1905077	1905631	RSAU_RS09515-MONOMER	+				RSAU_001781
RSAU_RS14005	RSAU_RS14005	823782	824143	RSAU_RS14005-RNA	+				
RSAU_RS12745	RSAU_RS12745	2526130	2526540	RSAU_RS12745-MONOMER	-			PWY-5148 // PWY0-1337	RSAU_002378
RSAU_RS08145	RSAU_RS08145	1656044	1657306	RSAU_RS08145-MONOMER	-				RSAU_001533
RSAU_RS10795	RSAU_RS10795	2158392	2159762	RSAU_RS10795-MONOMER	-				RSAU_002018
RSAU_RS02290	RSAU_RS02290	492397	492660	RSAU_RS02290-MONOMER	+				RSAU_000445
RSAU_RS10355	RSAU_RS10355	2069008	2069448	RSAU_RS10355-MONOMER	+				RSAU_001936
RSAU_RS10335	RSAU_RS10335	2066259	2066948	RSAU_RS10335-MONOMER	-			PWY-7356 // PWY-6899 // PWY-7357	RSAU_001933
RSAU_RS09600	RSAU_RS09600	1926163	1926489	RSAU_RS09600-MONOMER	+				
RSAU_RS01885	RSAU_RS01885	407616	408788	RSAU_RS01885-MONOMER	+				RSAU_000363
RSAU_RS09850	RSAU_RS09850	1975551	1976156	RSAU_RS09850-MONOMER	-				RSAU_001843
RSAU_RS11785	RSAU_RS11785	2333388	2333951	RSAU_RS11785-MONOMER	-				RSAU_002200
RSAU_RS08775	RSAU_RS08775	1796462	1797463	RSAU_RS08775-MONOMER	-			PWY-5840 // PWY-5837	RSAU_001648
RSAU_RS08580	RSAU_RS08580	1753213	1753908	RSAU_RS08580-MONOMER	-				RSAU_001610
RSAU_RS06935	RSAU_RS06935	1413487	1413738	RSAU_RS06935-MONOMER	-				RSAU_001309
RSAU_RS10800	RSAU_RS10800	2159997	2160965	RSAU_RS10800-MONOMER	-		GO:0005215		RSAU_002019
RSAU_RS05995	RSAU_RS05995	1222888	1223655	RSAU_RS05995-MONOMER	+				RSAU_001138
RSAU_RS00805	RSAU_RS00805	193308	194276	RSAU_RS00805-MONOMER	+				RSAU_000163
RSAU_RS12185	RSAU_RS12185	2412477	2413688	RSAU_RS12185-MONOMER	+		GO:0005215		RSAU_002274
RSAU_RS05395	RSAU_RS05395	1104435	1104530	RSAU_RS05395-MONOMER	-				
RSAU_RS08175	RSAU_RS08175	1660617	1660973	RSAU_RS08175-MONOMER	-				RSAU_001537
RSAU_RS13205	RSAU_RS13205	2618184	2620064	RSAU_RS13205-MONOMER	-				RSAU_002461
RSAU_RS10110	RSAU_RS10110	2020864	2021910	RSAU_RS10110-MONOMER	+			BRANCHED-CHAIN-AA-SYN-PWY // LEUSYN-PWY	RSAU_001891
RSAU_RS11365	RSAU_RS11365	2255065	2255517	RSAU_RS11365-MONOMER	+				RSAU_002124
RSAU_RS13220	RSAU_RS13220	2620967	2621227	RSAU_RS13220-MONOMER	-				RSAU_002463
RSAU_RS11730	RSAU_RS11730	2324042	2325424	RSAU_RS11730-MONOMER	-				RSAU_002190
RSAU_RS04745	RSAU_RS04745	980860	980934	RSAU_RS04745-tRNA	-			TRNA-CHARGING-PWY // PWY0-1479	RSAU_000911
RSAU_RS00075	RSAU_RS00075	19860	20306	RSAU_RS00075-MONOMER	+				RSAU_000015
RSAU_RS05945	RSAU_RS05945	1212245	1212397	RSAU_RS05945-MONOMER	+				RSAU_001129
RSAU_RS06700	RSAU_RS06700	1366258	1368072	RSAU_RS06700-MONOMER	+				RSAU_001264
RSAU_RS12025	RSAU_RS12025	2384454	2384705	RSAU_RS12025-MONOMER	-				RSAU_002246
RSAU_RS06495	RSAU_RS06495	1319805	1319903	RSAU_RS06495-MONOMER	+				
RSAU_RS06775	RSAU_RS06775	1383587	1384852	RSAU_RS06775-MONOMER	+			PWY-2941	RSAU_001279
RSAU_RS01955	RSAU_RS01955	421408	421731	RSAU_RS01955-MONOMER	+				RSAU_000377
RSAU_RS13325	RSAU_RS13325	2642130	2642657	RSAU_RS13325-MONOMER	-				RSAU_002481
RSAU_RS05070	RSAU_RS05070	1040740	1042458	RSAU_RS05070-MONOMER	+				RSAU_000970
RSAU_RS12945	RSAU_RS12945	2570433	2570663	RSAU_RS12945-MONOMER	+				RSAU_002414
RSAU_RS09245	RSAU_RS09245	1866752	1866827	RSAU_RS09245-tRNA	-			TRNA-CHARGING-PWY // PWY0-1479	RSAU_001731
RSAU_RS14670	RSAU_RS14670	1294942	1295193	RSAU_RS14670-MONOMER	+				
RSAU_RS08380	RSAU_RS08380	1710183	1710647	RSAU_RS08380-MONOMER	+				RSAU_001575
RSAU_RS09685	RSAU_RS09685	1942771	1943616	RSAU_RS09685-MONOMER	+				RSAU_001811
RSAU_RS10445	RSAU_RS10445	2083371	2084417	RSAU_RS10445-MONOMER	-			PWY0-1587	RSAU_001954
RSAU_RS04710	RSAU_RS04710	972092	972352	RSAU_RS04710-MONOMER	+				RSAU_000904
RSAU_RS12595	RSAU_RS12595	2495334	2496026	RSAU_RS12595-MONOMER	-				RSAU_002346
RSAU_RS12975	RSAU_RS12975	2573842	2574852	RSAU_RS12975-MONOMER	+				RSAU_002420
RSAU_RS04660	RSAU_RS04660	961889	962647	RSAU_RS04660-MONOMER	+				RSAU_000892
RSAU_RS10650	RSAU_RS10650	2123032	2123814	RSAU_RS10650-MONOMER	-		GO:0005215		RSAU_001990
RSAU_RS12070	RSAU_RS12070	2391500	2391604	RSAU_RS12070-MONOMER	+				RSAU_002254
RSAU_RS02470	RSAU_RS02470	523595	525049	RSAU_RS02470-MONOMER	+			TRNA-CHARGING-PWY // PWY-5188	RSAU_000479
RSAU_RS11860	RSAU_RS11860	2348111	2348734	RSAU_RS11860-MONOMER	+				RSAU_002213
RSAU_RS08270	RSAU_RS08270	1682446	1683807	RSAU_RS08270-MONOMER	+		GO:0005215		RSAU_001554
RSAU_RS12730	RSAU_RS12730	2523627	2524562	RSAU_RS12730-MONOMER	+		GO:0005215		RSAU_002375
RSAU_RS10995	RSAU_RS10995	2200076	2200513	RSAU_RS10995-MONOMER	-				RSAU_002054
RSAU_RS06055	RSAU_RS06055	1237850	1238134	RSAU_RS06055-MONOMER	+				RSAU_001150
RSAU_RS07980	RSAU_RS07980	1625412	1626416	RSAU_RS07980-MONOMER	-				RSAU_001502
RSAU_RS04810	RSAU_RS04810	989540	989860	RSAU_RS04810-MONOMER	+				RSAU_000924
RSAU_RS10495	RSAU_RS10495	2094174	2094695	RSAU_RS10495-MONOMER	+				RSAU_001964
RSAU_RS08100	RSAU_RS08100	1647662	1648735	RSAU_RS08100-MONOMER	-				RSAU_001525
RSAU_RS01310	RSAU_RS01310	298493	299542	RSAU_RS01310-MONOMER	+		GO:0005215		RSAU_000254
RSAU_RS07600	RSAU_RS07600	1548957	1549580	RSAU_RS07600-MONOMER	-				RSAU_001429
RSAU_RS01135	RSAU_RS01135	262534	263910	RSAU_RS01135-MONOMER	-		GO:0005215		RSAU_000220
RSAU_RS08365	RSAU_RS08365	1705660	1706883	RSAU_RS08365-MONOMER	-				RSAU_001572
RSAU_RS13580	RSAU_RS13580	2704910	2705464	RSAU_RS13580-MONOMER	-		GO:0005215		RSAU_002530
RSAU_RS00280	RSAU_RS00280	65637	67412	RSAU_RS00280-MONOMER	-				RSAU_000062
RSAU_RS02975	RSAU_RS02975	629623	630048	RSAU_RS02975-MONOMER	+		GO:0005215		RSAU_000579
RSAU_RS09930	RSAU_RS09930	1986835	1987053	RSAU_RS09930-MONOMER	-				RSAU_001857
RSAU_RS02690	RSAU_RS02690	578154	578702	RSAU_RS02690-MONOMER	+			RUMP-PWY // PWY-1861	RSAU_000525
RSAU_RS03190	RSAU_RS03190	672104	672283	RSAU_RS03190-MONOMER	-				
RSAU_RS07960	RSAU_RS07960	1620390	1622669	RSAU_RS07960-MONOMER	-				RSAU_001498
RSAU_RS13525	RSAU_RS13525	2694683	2695387	RSAU_RS13525-MONOMER	-			HISTSYN-PWY	RSAU_002519
RSAU_RS04145	RSAU_RS04145	853528	854289	RSAU_RS04145-MONOMER	+				RSAU_000792
RSAU_RS14535	RSAU_RS14535	810830	811153	RSAU_RS14535-MONOMER	-				
RSAU_RS14320	RSAU_RS14320	2225224	2225397	RSAU_RS14320-MONOMER	-				
RSAU_RS01545	RSAU_RS01545	345964	347145	RSAU_RS01545-MONOMER	+			PWY0-1337	RSAU_000299
RSAU_RS00320	RSAU_RS00320	76444	77424	RSAU_RS00320-MONOMER	+			PWY-8008	RSAU_000070
RSAU_RS12680	RSAU_RS12680	2516717	2517352	RSAU_RS12680-MONOMER	+				RSAU_002367
RSAU_RS03855	RSAU_RS03855	802348	803259	RSAU_RS03855-MONOMER	+				RSAU_000740
RSAU_RS01185	RSAU_RS01185	275687	276145	RSAU_RS01185-MONOMER	+				RSAU_000230
RSAU_RS01325	RSAU_RS01325	301814	302932	RSAU_RS01325-MONOMER	+			PWY-6019	RSAU_000257
RSAU_RS12220	RSAU_RS12220	2419972	2421801	RSAU_RS12220-MONOMER	-		GO:0005215		RSAU_002280
RSAU_RS09235	RSAU_RS09235	1866533	1866606	RSAU_RS09235-tRNA	-			PWY0-1479 // TRNA-CHARGING-PWY	RSAU_001729
RSAU_RS13515	RSAU_RS13515	2693299	2693931	RSAU_RS13515-MONOMER	-			HISTSYN-PWY	RSAU_002517
RSAU_RS00115	RSAU_RS00115	28365	29153	RSAU_RS00115-MONOMER	+				RSAU_000023
RSAU_RS05180	RSAU_RS05180	1062196	1063548	RSAU_RS05180-MONOMER	-		GO:0005215		RSAU_000990
RSAU_RS13300	RSAU_RS13300	2636747	2637756	RSAU_RS13300-MONOMER	-				RSAU_002477
RSAU_RS10975	RSAU_RS10975	2194504	2196168	RSAU_RS10975-MONOMER	-			ILEUSYN-PWY // PWY-5104 // BRANCHED-CHAIN-AA-SYN-PWY // VALSYN-PWY // PWY-6389 // PWY-5939	RSAU_002050
RSAU_RS04070	RSAU_RS04070	842790	843212	RSAU_RS04070-MONOMER	-				RSAU_000778
RSAU_RS11515	RSAU_RS11515	2281833	2282570	RSAU_RS11515-MONOMER	-				RSAU_002151
RSAU_RS07430	RSAU_RS07430	1519811	1520392	RSAU_RS07430-MONOMER	+				RSAU_001397
RSAU_RS06250	RSAU_RS06250	1282484	1282960	RSAU_RS06250-MONOMER	-				RSAU_001188
RSAU_RS03335	RSAU_RS03335	699310	699954	RSAU_RS03335-MONOMER	+				RSAU_000647
RSAU_RS05745	RSAU_RS05745	1169706	1170329	RSAU_RS05745-MONOMER	+			PWY-6125 // PWY-7221	RSAU_001091
RSAU_RS03840	RSAU_RS03840	799372	800811	RSAU_RS03840-MONOMER	+				RSAU_000738
RSAU_RS08215	RSAU_RS08215	1668594	1669064	RSAU_RS08215-MONOMER	-				RSAU_001544
RSAU_RS04920	RSAU_RS04920	1011166	1011636	RSAU_RS04920-MONOMER	-				RSAU_000942
RSAU_RS12610	RSAU_RS12610	2499546	2500823	RSAU_RS12610-MONOMER	-		GO:0005215		RSAU_002349
RSAU_RS12435	RSAU_RS12435	2461181	2461603	RSAU_RS12435-MONOMER	-				RSAU_002316
RSAU_RS05855	RSAU_RS05855	1193417	1194151	RSAU_RS05855-MONOMER	+			PWY-7663 // PWY-5989 // FASYN-ELONG-PWY // PWY-7388 // PWY-5971	RSAU_001113
