"Scaffold DIA 4.2.2"
"WU333373_ScaffoldDIA_DIANN19_allSA6850_PrX_db5_result_wCategories_OG.sdia"
"Summarization hierarchy: {0804_vs_rest}"
"   Comparison Level: 0804_vs_rest"
"   Biological Replicate Level: MS Sample"
"   Technical Replicate Level: MS Sample"
"The data below is summarized at the level of (0804_vs_rest)"
"Statistical test: t-test"
""
"","","","","","","","","","","Log2  Fold Change (Total  Intensity) (Normalized)",""
"76","true","Empty","[gene=mfd] [locus_tag=RSAU_000442] [protein=transcription-repair coupling factor] [protein_id=AGU54305.1] [location=486293..489691] [gbkey=CDS] BLASTORTHO sp_Q2G0R8_MFD_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54305.1_421","130 kDa","0.9999987472999692","35","100%","0.89","-0.0327","0.000"
"77","true","Empty","[gene=serS] [locus_tag=RSAU_000009] [protein=seryl-tRNA synthetase] [protein_id=AGU53893.1] [location=12364..13650] [gbkey=CDS] BLASTORTHO sp_P95689_SYS_STAA8 evalue=0","lcl_CP006706.1_prot_AGU53893.1_9","49 kDa","0.9999984367100296","31","100%","0.051","-0.346","0.000"
"78","true","Empty","[gene=essC] [locus_tag=RSAU_000233] [protein=type VII secretion protein EssC] [protein_id=AGU54105.1] [location=277728..282167] [gbkey=CDS] BLASTORTHO sp_Q2G184_ESSC_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54105.1_221","171 kDa","0.9999966951900205","35","100%","0.055","0.935","0.000"
"79","true","Empty","[gene=purL] [locus_tag=RSAU_000956] [protein=phosphoribosylformyl glycinamidine synthase 2 PurL] [protein_id=AGU54788.1] [location=1024963..1027152] [gbkey=CDS] BLASTORTHO sp_Q2FZJ0_PURL_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54788.1_904","80 kDa","0.9999987472999692","34","100%","0.45","1.62","0.000"
"80","true","Empty","[gene=atpD] [locus_tag=RSAU_001941] [protein=FOF1-ATP synthase, subunit beta] [protein_id=AGU55707.1] [location=complement(2072608..2074020)] [gbkey=CDS] BLASTORTHO sp_Q2FWF0_ATPB_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55707.1_1823","51 kDa","0.9999987472999692","26","100%","0.029","-0.448","0.000"
"81","true","Empty","[gene=gnd] [locus_tag=RSAU_001377] [protein=6-phosphogluconate dehydrogenase] [protein_id=AGU55205.1] [location=complement(1500118..1501524)] [gbkey=CDS] BLASTORTHO tr_Q2FY60_Q2FY60_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55205.1_1321","52 kDa","0.9999987472999692","29","100%","0.33","0.216","0.000"
"82","true","Empty","[gene=odhA] [locus_tag=RSAU_001293] [protein=2-oxoglutarate dehydrogenase E1, putative] [protein_id=AGU55122.1] [location=complement(1396638..1399436)] [gbkey=CDS] BLASTORTHO sp_Q2FYM1_ODO1_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55122.1_1238","105 kDa","0.9999986153300142","32","100%","0.16","1.16","0.000"
"83","true","Empty","[gene=metS] [locus_tag=RSAU_000427] [protein=methionyl-tRNA synthetase] [protein_id=AGU54292.1] [location=473438..475411] [gbkey=CDS] BLASTORTHO tr_Q2G1R9_Q2G1R9_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54292.1_408","75 kDa","0.9999985088099947","34","100%","0.100","-0.141","0.000"
"84","true","Empty","[gene=parE] [locus_tag=RSAU_001236] [protein=DNA topoisomerase IV, subunit B] [protein_id=AGU55065.1] [location=1332634..1334631] [gbkey=CDS] BLASTORTHO sp_Q2FYS5_PARE_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55065.1_1181","75 kDa","0.9999984083400477","35","100%","0.018","0.199","0.000"
"85","true","Empty","[locus_tag=RSAU_000587] [protein=Mn2 ABC transporter, substrate-binding lipoprotein, putative] [protein_id=AGU54430.1] [location=complement(636411..637340)] [gbkey=CDS] BLASTORTHO tr_Q2G2D8_Q2G2D8_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54430.1_546","35 kDa","0.9999987472999692","29","100%","0.0064","-0.407","0.000"
"86","true","Empty","[gene=leuS] [locus_tag=RSAU_001615] [protein=leucyl-tRNA synthetase] [protein_id=AGU55436.1] [location=complement(1764574..1766991)] [gbkey=CDS] BLASTORTHO sp_Q2FXH2_SYL_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55436.1_1552","92 kDa","0.9999987472999692","28","100%","0.12","-0.160","0.000"
"87","true","Empty","[gene=proS] [locus_tag=RSAU_001145] [protein=prolyl-tRNA synthetase] [protein_id=AGU54975.1] [location=1229600..1231303] [gbkey=CDS] BLASTORTHO sp_Q2G1Z4_SYP_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54975.1_1091","64 kDa","0.9999987472999692","31","100%","0.0015","0.613","0.000"
"88","true","Empty","[gene=aspS] [locus_tag=RSAU_001491] [protein=aspartyl-tRNA synthetase] [protein_id=AGU55317.1] [location=complement(1609917..1611683)] [gbkey=CDS] BLASTORTHO sp_Q2FXU5_SYD_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55317.1_1433","67 kDa","0.9999987472999692","32","100%","0.0016","0.413","0.000"
"89","true","Empty","[gene=groEL] [locus_tag=RSAU_001860] [protein=60 kDa chaperonin GroEL] [protein_id=AGU55634.1] [location=complement(1989155..1990771)] [gbkey=CDS] BLASTORTHO sp_Q2FWN4_CH60_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55634.1_1750","58 kDa","0.9999987472999692","30","100%","0.0019","0.522","0.000"
"90","true","Empty","[gene=glmS] [locus_tag=RSAU_001991] [protein=glucosamine--fructose-6-phosphate aminotransferase, putative] [protein_id=AGU55757.1] [location=complement(2124046..2125851)] [gbkey=CDS] BLASTORTHO tr_Q2FWA0_Q2FWA0_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55757.1_1873","66 kDa","0.9999987472999692","34","100%","0.62","-0.0687","0.000"
"91","true","Empty","[gene=ldhD] [locus_tag=RSAU_002365] [protein=D-lactate dehydrogenase] [protein_id=AGU56119.1] [location=2514356..2515348] [gbkey=CDS] BLASTORTHO tr_Q2FVA3_Q2FVA3_STAA8 evalue=0","lcl_CP006706.1_prot_AGU56119.1_2235","37 kDa","0.9999983795800063","27","100%","0.49","-0.366","0.000"
"92","true","Empty","[gene=hla] [locus_tag=RSAU_001044] [protein=alpha-hemolysin, precursor] [protein_id=AGU54876.1] [location=complement(1118375..1119334)] [gbkey=CDS] BLASTORTHO sp_Q2G1X0_HLA_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54876.1_992","36 kDa","0.9999987472999692","29","100%","0.0073","-0.686","0.000"
"93","true","Empty","[locus_tag=RSAU_000907] [protein=serine protease HtrA, putative] [protein_id=AGU54741.1] [location=975238..977562] [gbkey=CDS] BLASTORTHO sp_Q2FZP2_HTRAL_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54741.1_857","87 kDa","0.9999987472999692","35","100%","0.39","0.172","0.000"
"94","true","Empty","[gene=htsA] [locus_tag=RSAU_002021] [protein=heme ABC transporter lipoprotein] [protein_id=AGU55778.1] [location=complement(2162005..2162988)] [gbkey=CDS] BLASTORTHO tr_Q2FW75_Q2FW75_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55778.1_1894","37 kDa","0.9999984367100296","30","100%","0.42","-0.168","0.000"
"95","true","Empty","[gene=ppi] [locus_tag=RSAU_001700] [protein=peptidyl-prolyl cis/trans isomerase] [protein_id=AGU55508.1] [location=1843360..1844322] [gbkey=CDS] BLASTORTHO sp_Q2G2S6_PRSA_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55508.1_1624","36 kDa","0.9999987472999692","30","100%","0.85","-0.0832","0.000"
"96","true","Empty","[gene=gltX] [locus_tag=RSAU_000479] [protein=glutamyl-tRNA synthetase GluRS] [protein_id=AGU54330.1] [location=523595..525049] [gbkey=CDS] BLASTORTHO sp_Q2G241_SYE_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54330.1_446","56 kDa","0.9999987472999692","29","100%","0.78","0.0768","0.000"
"97","true","Empty","[locus_tag=RSAU_001271] [protein=ABC transporter, ATP-binding protein, putative] [protein_id=AGU55100.1] [location=1374140..1375741] [gbkey=CDS] BLASTORTHO tr_Q2FYP2_Q2FYP2_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55100.1_1216","60 kDa","0.9999987472999692","27","100%","0.0016","-0.282","0.000"
"98","true","Empty","[gene=clfB] [locus_tag=RSAU_002473] [protein=clumping factor B (ClfB)] [protein_id=AGU56225.1] [location=complement(2630512..2633115)] [gbkey=CDS] BLASTORTHO sp_Q2FUY2_CLFB_STAA8 evalue=0","lcl_CP006706.1_prot_AGU56225.1_2341","93 kDa","0.9999987472999692","31","100%","0.0088","0.708","0.000"
"99","true","Empty","[gene=tsf] [locus_tag=RSAU_001139] [protein=elongation factor Ts] [protein_id=AGU54969.1] [location=1223837..1224718] [gbkey=CDS] BLASTORTHO sp_Q2FZ23_EFTS_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54969.1_1085","32 kDa","0.9999987472999692","27","100%","0.28","0.186","0.000"
"100","true","Empty","[locus_tag=RSAU_000202] [protein=glycosyltransferase, putative] [protein_id=AGU54074.1] [location=243932..245653] [gbkey=CDS] BLASTORTHO tr_Q2G1B7_Q2G1B7_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54074.1_190","66 kDa","0.9999987218400292","26","100%","0.00010","0.626","0.000"
"101","true","Empty","[gene=typA] [locus_tag=RSAU_000994] [protein=tyrosine phosphorylated protein A-like membrane GTPase, putative] [protein_id=AGU54826.1] [location=1065777..1067624] [gbkey=CDS] BLASTORTHO tr_Q2G1Y6_Q2G1Y6_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54826.1_942","69 kDa","0.9999984914200013","27","100%","0.0047","0.397","0.000"
"102","true","Empty","[locus_tag=RSAU_002487] [protein=N-acetylmuramoyl-L-alanine amidase] [protein_id=AGU56238.1] [location=2651773..2653632] [gbkey=CDS] BLASTORTHO sp_Q2G222_Y2979_STAA8 evalue=0","lcl_CP006706.1_prot_AGU56238.1_2354","69 kDa","0.9999984914200013","33","100%","0.13","1.69","0.000"
"103","true","Empty","[locus_tag=RSAU_002015] [protein=UDP-N-acetylglucosamine pyrophosphorylase, putative] [protein_id=AGU55772.1] [location=complement(2156077..2157264)] [gbkey=CDS] BLASTORTHO sp_Q2FW81_URTF_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55772.1_1888","45 kDa","0.9999984367100296","26","100%","0.11","0.233","0.000"
"104","true","Empty","[gene=gyrB] [locus_tag=RSAU_000005] [protein=DNA gyrase, B subunit] [protein_id=AGU53889.1] [location=4630..6552] [gbkey=CDS] BLASTORTHO tr_Q2G274_Q2G274_STAA8 evalue=0","lcl_CP006706.1_prot_AGU53889.1_5","72 kDa","0.9999984367100296","33","100%","0.00082","0.477","0.000"
"105","true","Empty","[locus_tag=RSAU_001158] [protein=metallo-beta-lactamase family protein-like protein] [protein_id=AGU54988.1] [location=1246466..1248139] [gbkey=CDS] BLASTORTHO sp_Q2FZ19_RNJ2_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54988.1_1104","63 kDa","0.9999984367100296","29","100%","0.34","-0.0723","0.000"
"106","true","Empty","[gene=hysA] [locus_tag=RSAU_001662] [protein=hyaluronate lyase precursor] [protein_id=AGU55481.1] [location=1808020..1810440] [gbkey=CDS] BLASTORTHO sp_Q59801_HYSA_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55481.1_1597","92 kDa","0.9998333679977804","27","22%","0.50","-1.58","0.000"
"107","true","Empty","[locus_tag=RSAU_001800] [protein=nicotinate phosphoribosyltransferase, putative] [protein_id=AGU55578.1] [location=complement(1928621..1930090)] [gbkey=CDS] BLASTORTHO tr_Q2G235_Q2G235_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55578.1_1694","56 kDa","0.9999987472999692","28","100%","0.79","0.0143","0.000"
"108","true","Empty","[locus_tag=RSAU_002449] [protein=acetate-CoA ligase, AMP-dependent] [protein_id=AGU56201.1] [location=complement(2602477..2604096)] [gbkey=CDS] BLASTORTHO tr_Q2FV14_Q2FV14_STAA8 evalue=0","lcl_CP006706.1_prot_AGU56201.1_2317","61 kDa","0.9999987472999692","30","100%","0.26","0.235","0.000"
"109","true","Empty","[locus_tag=RSAU_001608] [protein=dipeptidase PepV, putative] [protein_id=AGU55429.1] [location=complement(1750878..1752287)] [gbkey=CDS] BLASTORTHO sp_Q2FXH9_PEPVL_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55429.1_1545","53 kDa","0.9999987472999692","26","100%","0.71","-0.0424","0.000"
"110","true","Empty","[gene=purH] [locus_tag=RSAU_000960] [protein=bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase PurH] [protein_id=AGU54792.1] [location=1030220..1031698] [gbkey=CDS] BLASTORTHO sp_Q2FZI6_PUR9_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54792.1_908","54 kDa","0.9999987472999692","28","100%","0.30","1.75","0.000"
"111","true","Empty","[gene=ackA] [locus_tag=RSAU_001568] [protein=acetate kinase] [protein_id=AGU55391.1] [location=complement(1701894..1703096)] [gbkey=CDS] BLASTORTHO sp_Q2FXL5_ACKA_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55391.1_1507","44 kDa","0.9999987472999692","26","100%","0.0046","-0.582","0.000"
"112","true","Empty","[gene=sasH] [locus_tag=RSAU_000025] [protein=cell wall-anchored 5'-nucleotidase family protein SasH] [protein_id=AGU53907.1] [location=30569..32881] [gbkey=CDS] BLASTORTHO tr_Q2G253_Q2G253_STAA8 evalue=0","lcl_CP006706.1_prot_AGU53907.1_23","83 kDa","0.9999985088099947","29","100%","0.43","-0.318","0.000"
"113","true","Empty","[locus_tag=RSAU_001286] [protein=tellurite resistance protein, putative] [protein_id=AGU55115.1] [location=1388086..1389222] [gbkey=CDS] BLASTORTHO sp_Q2FYM7_TELL_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55115.1_1231","43 kDa","0.9999984367100296","27","100%","< 0.0001","1.15","0.000"
"114","true","Empty","[locus_tag=RSAU_002244] [protein=metal-binding lipoprotein, putative] [protein_id=AGU56000.1] [location=complement(2382347..2383894)] [gbkey=CDS] BLASTORTHO tr_Q2G1U8_Q2G1U8_STAA8 evalue=0","lcl_CP006706.1_prot_AGU56000.1_2116","59 kDa","0.9999984083400477","26","100%","0.023","-0.369","0.000"
"115","true","Empty","[locus_tag=RSAU_002332] [protein=helicase, putative] [protein_id=AGU56086.1] [location=complement(2474500..2477361)] [gbkey=CDS] BLASTORTHO tr_Q2FVC3_Q2FVC3_STAA8 evalue=0","lcl_CP006706.1_prot_AGU56086.1_2202","110 kDa","0.9999984083400477","33","100%","0.033","-0.257","0.000"
"116","true","Empty","[gene=cysK] [locus_tag=RSAU_000452] [protein=cysteine synthase A] [protein_id=AGU54315.1] [location=499249..500181] [gbkey=CDS] BLASTORTHO tr_Q2G0Q8_Q2G0Q8_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54315.1_431","33 kDa","0.9999987472999692","22","100%","0.28","0.139","0.000"
"117","true","Empty","[gene=lukH] [locus_tag=RSAU_001838] [protein=leukocidin S subunit LukS-H, putative] [protein_id=AGU55612.1] [location=complement(1968075..1969130)] [gbkey=CDS] BLASTORTHO sp_Q2FWN9_LUKL2_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55612.1_1728","40 kDa","0.9999987472999692","32","100%","0.68","-0.112","0.000"
"118","true","Empty","[locus_tag=RSAU_000711] [protein=iron compound ABC transporter, siderophore-binding lipoprotein, putative] [protein_id=AGU54549.1] [location=768361..769389] [gbkey=CDS] BLASTORTHO tr_Q2G071_Q2G071_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54549.1_665","38 kDa","0.9999987472999692","29","100%","0.34","-0.381","0.000"
"119","true","Empty","[gene=gatA] [locus_tag=RSAU_001787] [protein=aspartyl/glutamyl-tRNA amidotransferase, A subunit] [protein_id=AGU55565.1] [location=complement(1912375..1913832)] [gbkey=CDS] BLASTORTHO sp_Q2FWY9_GATA_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55565.1_1681","53 kDa","0.9999987472999692","24","100%","0.011","0.457","0.000"
"120","true","Empty","[gene=vacB] [locus_tag=RSAU_000758] [protein=ribonuclease R, putative] [protein_id=AGU54594.1] [location=820833..823205] [gbkey=CDS] BLASTORTHO tr_Q2G024_Q2G024_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54594.1_710","90 kDa","0.9999986153300142","28","100%","0.85","0.0451","0.000"
"121","true","Empty","[gene=murAA] [locus_tag=RSAU_001938] [protein=UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1] [protein_id=AGU55704.1] [location=complement(2069979..2071244)] [gbkey=CDS] BLASTORTHO tr_Q2FWF4_Q2FWF4_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55704.1_1820","45 kDa","0.9999984914200013","25","100%","0.030","-0.250","0.000"
"122","true","Empty","[gene=pbp1] [locus_tag=RSAU_001062] [protein=penicillin-binding protein 1] [protein_id=AGU54893.1] [location=1135837..1138071] [gbkey=CDS] BLASTORTHO tr_Q2FZ94_Q2FZ94_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54893.1_1009","83 kDa","0.9999984367100296","28","100%","0.15","0.299","0.000"
"123","true","Empty","[gene=mqo1] [locus_tag=RSAU_002203] [protein=malate:quinone-oxidoreductase 1] [protein_id=AGU55959.1] [location=complement(2336018..2337496)] [gbkey=CDS] BLASTORTHO tr_Q2FVQ5_Q2FVQ5_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55959.1_2075","55 kDa","0.9999984367100296","25","100%","0.0027","0.762","0.000"
"124","true","Empty","[locus_tag=RSAU_000974] [protein=Ribonuclease J 1, putative] [protein_id=AGU54806.1] [location=complement(1046411..1048108)] [gbkey=CDS] BLASTORTHO sp_Q2FZG9_RNJ1_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54806.1_922","63 kDa","0.9999984367100296","28","100%","0.65","-0.0439","0.000"
"125","true","Empty","[locus_tag=RSAU_001228] [protein=exonuclease SbcC] [protein_id=AGU55058.1] [location=1321714..1324743] [gbkey=CDS] BLASTORTHO sp_Q2FYT3_SBCC_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55058.1_1174","117 kDa","0.9999984083400477","30","100%","0.0039","0.763","0.000"
"126","true","Empty","[locus_tag=RSAU_000694] [protein=Dual ATPase-domain ABC transporter] [protein_id=AGU54532.1] [location=745175..747052] [gbkey=CDS] BLASTORTHO tr_Q2G091_Q2G091_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54532.1_648","72 kDa","0.9999982629100259","29","100%","0.0022","0.723","0.000"
"127","true","Empty"," P13647 SWISS-PROT:P13647 Tax_Id=9606 Gene_Symbol=KRT5 Keratin, type II cytoskeletal 5","zz_Y-FGCZCont00284_","62 kDa","0.9999979635099407","29","3%","0.075","1.05","0.000"
"128","true","Empty"," zz_FGCZCont0251_P13647_K2C5_HUMAN blastpHomologue_0.0","zz_Y-FGCZCont00252_","62 kDa","0.9968338098842651","29","3%","0.39","1.03","0.000"
"129","true","Empty","[gene=zwf] [locus_tag=RSAU_001372] [protein=glucose-6-phosphate 1-dehydrogenase] [protein_id=AGU55200.1] [location=1493987..1495471] [gbkey=CDS] BLASTORTHO tr_Q2FY66_Q2FY66_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55200.1_1316","57 kDa","0.9999987472999692","26","100%","0.011","0.341","0.000"
"130","true","Empty","[gene=pdhC] [locus_tag=RSAU_000980] [protein=pyruvate dehydrogenase complex E2, dihydrolipoamide S-acetyltransferase component PdhC] [protein_id=AGU54812.1] [location=1052706..1053998] [gbkey=CDS] BLASTORTHO tr_Q2G2A4_Q2G2A4_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54812.1_928","46 kDa","0.9999987472999692","24","100%","0.15","0.298","0.000"
"131","true","Empty","[gene=tuf] [locus_tag=RSAU_000500] [protein=translation elongation factor Tu] [protein_id=AGU54351.1] [location=545740..546924] [gbkey=CDS] BLASTORTHO sp_Q2G0N0_EFTU_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54351.1_467","43 kDa","0.9999987472999692","27","100%","0.56","-0.0327","0.000"
"132","true","Empty","[gene=sufB] [locus_tag=RSAU_000796] [protein=FeS assembly protein SufB] [protein_id=AGU54632.1] [location=857655..859052] [gbkey=CDS] BLASTORTHO sp_Q2FZY3_Y851_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54632.1_748","53 kDa","0.9999987472999692","25","100%","0.0023","-0.309","0.000"
"133","true","Empty","[gene=adi] [locus_tag=RSAU_002478] [protein=arginine deiminase] [protein_id=AGU56229.1] [location=complement(2637789..2639024)] [gbkey=CDS] BLASTORTHO sp_Q2FUX7_ARCA_STAA8 evalue=0","lcl_CP006706.1_prot_AGU56229.1_2345","47 kDa","0.9999984914200013","29","100%","0.71","-0.890","0.000"
"134","true","Empty","[gene=glmM] [locus_tag=RSAU_001997] [protein=phosphoglucosamine mutase] [protein_id=AGU55763.1] [location=complement(2139873..2141228)] [gbkey=CDS] BLASTORTHO sp_P0C0V7_GLMM_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55763.1_1879","49 kDa","0.9999984914200013","25","100%","0.64","0.129","0.000"
"135","true","Empty","[locus_tag=RSAU_001584] [protein=serine protease HtrA, putative] [protein_id=AGU55407.1] [location=1719614..1720888] [gbkey=CDS] BLASTORTHO tr_Q2FXJ6_Q2FXJ6_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55407.1_1523","46 kDa","0.9999984914200013","28","100%","< 0.0001","0.721","0.000"
"136","true","Empty","[gene=fnbA] [locus_tag=RSAU_002341] [protein=Fibronectin-binding protein A] [protein_id=AGU56095.1] [location=complement(2486876..2490049)] [gbkey=CDS] BLASTORTHO sp_P14738_FNBA_STAA8 evalue=0","lcl_CP006706.1_prot_AGU56095.1_2211","116 kDa","0.9999984914200013","27","85%","0.87","0.597","0.000"
"137","true","Empty","[gene=rocA] [locus_tag=RSAU_002395] [protein=1-pyrroline-5-carboxylate dehydrogenase] [protein_id=AGU56149.1] [location=complement(2547610..2549154)] [gbkey=CDS] BLASTORTHO sp_Q2FV67_ROCA_STAA8 evalue=0","lcl_CP006706.1_prot_AGU56149.1_2265","57 kDa","0.9999984367100296","26","100%","0.0038","0.749","0.000"
"138","true","Empty","[gene=aldA1] [locus_tag=RSAU_000121] [protein=aldehyde dehydrogenase] [protein_id=AGU53995.1] [location=133710..135197] [gbkey=CDS] BLASTORTHO sp_Q2G1J0_ALDA_STAA8 evalue=0","lcl_CP006706.1_prot_AGU53995.1_111","54 kDa","0.9999984367100296","26","100%","< 0.0001","2.11","0.000"
"139","true","Empty","[gene=sucC] [locus_tag=RSAU_001127] [protein=succinyl-CoA synthetase, beta subunit] [protein_id=AGU54957.1] [location=1209862..1211028] [gbkey=CDS] BLASTORTHO sp_Q2FZ37_SUCC_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54957.1_1073","42 kDa","0.9999987472999692","27","100%","0.38","0.400","0.000"
"140","true","Empty","[locus_tag=RSAU_002096] [protein=AcrB/AcrD/AcrF family transport protein] [protein_id=AGU55853.1] [location=complement(2227623..2230790)] [gbkey=CDS] BLASTORTHO tr_Q2FVZ5_Q2FVZ5_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55853.1_1969","115 kDa","0.9999987472999692","29","100%","0.00015","0.909","0.000"
"141","true","Empty","[gene=pdhD] [locus_tag=RSAU_000981] [protein=pyruvate dehydrogenase E3, dihydrolipoamide dehydrogenase component PdhD] [protein_id=AGU54813.1] [location=1054002..1055408] [gbkey=CDS] BLASTORTHO tr_Q2G2A3_Q2G2A3_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54813.1_929","49 kDa","0.9999987472999692","27","100%","0.12","0.390","0.000"
"142","true","Empty","[gene=pgi] [locus_tag=RSAU_000839] [protein=glucose-6-phosphate isomerase] [protein_id=AGU54675.1] [location=900497..901828] [gbkey=CDS] BLASTORTHO sp_Q2FZU0_G6PI_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54675.1_791","50 kDa","0.9999987472999692","27","100%","0.023","0.520","0.000"
"143","true","Empty","[gene=katA] [locus_tag=RSAU_001216] [protein=catalase] [protein_id=AGU55046.1] [location=1310783..1312300] [gbkey=CDS] BLASTORTHO sp_Q2FYU7_CATA_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55046.1_1162","58 kDa","0.9999987472999692","26","100%","0.71","-0.00190","0.000"
"144","true","Empty"," zz_FGCZCont0099_P35527_K1C9_HUMAN blastpHomologue_0.0","zz_Y-FGCZCont00100_","62 kDa","0.9999987472999692","25","96%","0.31","0.855","0.000"
